"film_id","title","description","count of movies","average movie rental rate","maximum rental duration","minimum rental duration"
238,"Doctor Grail","A Insightful Drama of a Womanizer And a Waitress who must Reach a Forensic Psychologist in The Outback","1","2.9900000000000000",4,4
729,"Rider Caddyshack","A Taut Reflection of a Monkey And a Womanizer who must Chase a Moose in Nigeria","1","2.9900000000000000",5,5
680,"Pinocchio Simon","A Action-Packed Reflection of a Mad Scientist And a A Shark who must Find a Feminist in California","1","4.9900000000000000",4,4
547,"Magic Mallrats","A Touching Documentary of a Pastry Chef And a Pastry Chef who must Build a Mad Scientist in California","1","0.99000000000000000000",3,3
518,"Liaisons Sweet","A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies","1","4.9900000000000000",5,5
289,"Eve Resurrection","A Awe-Inspiring Yarn of a Pastry Chef And a Database Administrator who must Challenge a Teacher in A Baloon","1","4.9900000000000000",5,5
737,"Rock Instinct","A Astounding Character Study of a Robot And a Moose who must Overcome a Astronaut in Ancient India","1","0.99000000000000000000",4,4
589,"Modern Dorado","A Awe-Inspiring Story of a Butler And a Sumo Wrestler who must Redeem a Boy in New Orleans","1","0.99000000000000000000",3,3
65,"Behavior Runaway","A Unbelieveable Drama of a Student And a Husband who must Outrace a Sumo Wrestler in Berlin","1","4.9900000000000000",3,3
689,"Pollock Deliverance","A Intrepid Story of a Madman And a Frisbee who must Outgun a Boat in The Sahara Desert","1","2.9900000000000000",5,5
569,"Menagerie Rushmore","A Unbelieveable Panorama of a Composer And a Butler who must Overcome a Database Administrator in The First Manned Space Station","1","2.9900000000000000",7,7
127,"Cat Coneheads","A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India","1","4.9900000000000000",5,5
798,"Silverado Goldfinger","A Stunning Epistle of a Sumo Wrestler And a Man who must Challenge a Waitress in Ancient India","1","4.9900000000000000",4,4
693,"Potter Connecticut","A Thrilling Epistle of a Frisbee And a Cat who must Fight a Technical Writer in Berlin","1","2.9900000000000000",5,5
555,"Mallrats United","A Thrilling Yarn of a Waitress And a Dentist who must Find a Hunter in A Monastery","1","0.99000000000000000000",4,4
674,"Pet Haunting","A Unbelieveable Reflection of a Explorer And a Boat who must Conquer a Woman in California","1","0.99000000000000000000",3,3
567,"Meet Chocolate","A Boring Documentary of a Dentist And a Butler who must Confront a Monkey in A MySQL Convention","1","2.9900000000000000",3,3
11,"Alamo Videotape","A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention","1","0.99000000000000000000",6,6
575,"Midsummer Groundhog","A Fateful Panorama of a Moose And a Dog who must Chase a Crocodile in Ancient Japan","1","4.9900000000000000",3,3
715,"Range Moonwalker","A Insightful Documentary of a Hunter And a Dentist who must Confront a Crocodile in A Baloon","1","4.9900000000000000",3,3
964,"Waterfront Deliverance","A Unbelieveable Documentary of a Dentist And a Technical Writer who must Build a Womanizer in Nigeria","1","4.9900000000000000",4,4
527,"Lola Agent","A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan","1","4.9900000000000000",4,4
490,"Jumanji Blade","A Intrepid Yarn of a Husband And a Womanizer who must Pursue a Mad Scientist in New Orleans","1","2.9900000000000000",4,4
816,"Snowman Rollercoaster","A Fateful Display of a Lumberjack And a Girl who must Succumb a Mad Cow in A Manhattan Penthouse","1","0.99000000000000000000",3,3
590,"Money Harold","A Touching Tale of a Explorer And a Boat who must Defeat a Robot in Australia","1","2.9900000000000000",3,3
82,"Blood Argonauts","A Boring Drama of a Explorer And a Man who must Kill a Lumberjack in A Manhattan Penthouse","1","0.99000000000000000000",3,3
763,"Satisfaction Confidential","A Lacklusture Yarn of a Dentist And a Butler who must Meet a Secret Agent in Ancient China","1","4.9900000000000000",3,3
119,"Caper Motions","A Fateful Saga of a Moose And a Car who must Pursue a Woman in A MySQL Convention","1","0.99000000000000000000",6,6
376,"Grapes Fury","A Boring Yarn of a Mad Cow And a Sumo Wrestler who must Meet a Robot in Australia","1","0.99000000000000000000",4,4
153,"Citizen Shrek","A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback","1","0.99000000000000000000",7,7
778,"Secrets Paradise","A Fateful Saga of a Cat And a Frisbee who must Kill a Girl in A Manhattan Penthouse","1","4.9900000000000000",3,3
860,"Suicides Silence","A Emotional Character Study of a Car And a Girl who must Face a Composer in A U-Boat","1","4.9900000000000000",4,4
847,"Stock Glass","A Boring Epistle of a Crocodile And a Lumberjack who must Outgun a Moose in Ancient China","1","2.9900000000000000",7,7
338,"Frisco Forrest","A Beautiful Documentary of a Woman And a Pioneer who must Pursue a Mad Scientist in A Shark Tank","1","4.9900000000000000",6,6
202,"Daddy Pittsburgh","A Epic Story of a A Shark And a Student who must Confront a Explorer in The Gulf of Mexico","1","4.9900000000000000",5,5
903,"Traffic Hobbit","A Amazing Epistle of a Squirrel And a Lumberjack who must Succumb a Database Administrator in A U-Boat","1","4.9900000000000000",5,5
419,"Hocus Frida","A Awe-Inspiring Tale of a Girl And a Madman who must Outgun a Student in A Shark Tank","1","2.9900000000000000",4,4
897,"Torque Bound","A Emotional Display of a Crocodile And a Husband who must Reach a Man in Ancient Japan","1","4.9900000000000000",3,3
664,"Patriot Roman","A Taut Saga of a Robot And a Database Administrator who must Challenge a Astronaut in California","1","2.9900000000000000",6,6
412,"Heavyweights Beast","A Unbelieveable Story of a Composer And a Dog who must Overcome a Womanizer in An Abandoned Amusement Park","1","4.9900000000000000",6,6
551,"Maiden Home","A Lacklusture Saga of a Moose And a Teacher who must Kill a Forensic Psychologist in A MySQL Convention","1","4.9900000000000000",3,3
532,"Loser Hustler","A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria","1","4.9900000000000000",5,5
26,"Annie Identity","A Amazing Panorama of a Pastry Chef And a Boat who must Escape a Woman in An Abandoned Amusement Park","1","0.99000000000000000000",3,3
950,"Volume House","A Boring Tale of a Dog And a Woman who must Meet a Dentist in California","1","4.9900000000000000",7,7
564,"Massage Image","A Fateful Drama of a Frisbee And a Crocodile who must Vanquish a Dog in The First Manned Space Station","1","2.9900000000000000",4,4
85,"Bonnie Holocaust","A Fast-Paced Story of a Crocodile And a Robot who must Find a Moose in Ancient Japan","1","0.99000000000000000000",4,4
678,"Pickup Driving","A Touching Documentary of a Husband And a Boat who must Meet a Pastry Chef in A Baloon Factory","1","2.9900000000000000",3,3
592,"Monster Spartacus","A Fast-Paced Story of a Waitress And a Cat who must Fight a Girl in Australia","1","2.9900000000000000",6,6
72,"Bill Others","A Stunning Saga of a Mad Scientist And a Forensic Psychologist who must Challenge a Squirrel in A MySQL Convention","1","2.9900000000000000",6,6
281,"Encino Elf","A Astounding Drama of a Feminist And a Teacher who must Confront a Husband in A Baloon","1","0.99000000000000000000",6,6
95,"Breakfast Goldfinger","A Beautiful Reflection of a Student And a Student who must Fight a Moose in Berlin","1","4.9900000000000000",5,5
510,"Lawless Vision","A Insightful Yarn of a Boy And a Sumo Wrestler who must Outgun a Car in The Outback","1","4.9900000000000000",6,6
77,"Birds Perdition","A Boring Story of a Womanizer And a Pioneer who must Face a Dog in California","1","4.9900000000000000",5,5
519,"Liberty Magnificent","A Boring Drama of a Student And a Cat who must Sink a Technical Writer in A Baloon","1","2.9900000000000000",3,3
965,"Watership Frontier","A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia","1","0.99000000000000000000",6,6
302,"Fantasia Park","A Thoughtful Documentary of a Mad Scientist And a A Shark who must Outrace a Feminist in Australia","1","2.9900000000000000",5,5
409,"Heartbreakers Bright","A Awe-Inspiring Documentary of a A Shark And a Dentist who must Outrace a Pastry Chef in The Canadian Rockies","1","4.9900000000000000",3,3
622,"Newsies Story","A Action-Packed Character Study of a Dog And a Lumberjack who must Outrace a Moose in The Gulf of Mexico","1","0.99000000000000000000",4,4
131,"Center Dinosaur","A Beautiful Character Study of a Sumo Wrestler And a Dentist who must Find a Dog in California","1","4.9900000000000000",5,5
212,"Darn Forrester","A Fateful Story of a A Shark And a Explorer who must Succumb a Technical Writer in A Jet Boat","1","4.9900000000000000",7,7
37,"Arizona Bang","A Brilliant Panorama of a Mad Scientist And a Mad Cow who must Meet a Pioneer in A Monastery","1","2.9900000000000000",3,3
832,"Splash Gump","A Taut Saga of a Crocodile And a Boat who must Conquer a Hunter in A Shark Tank","1","0.99000000000000000000",5,5
404,"Hate Handicap","A Intrepid Reflection of a Mad Scientist And a Pioneer who must Overcome a Hunter in The First Manned Space Station","1","0.99000000000000000000",4,4
806,"Sleepy Japanese","A Emotional Epistle of a Moose And a Composer who must Fight a Technical Writer in The Outback","1","2.9900000000000000",4,4
249,"Dracula Crystal","A Thrilling Reflection of a Feminist And a Cat who must Find a Frisbee in An Abandoned Fun House","1","0.99000000000000000000",7,7
635,"Oklahoma Jumanji","A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert","1","0.99000000000000000000",7,7
834,"Spoilers Hellfighters","A Fanciful Story of a Technical Writer And a Squirrel who must Defeat a Dog in The Gulf of Mexico","1","0.99000000000000000000",4,4
165,"Coldblooded Darling","A Brilliant Panorama of a Dentist And a Moose who must Find a Student in The Gulf of Mexico","1","4.9900000000000000",7,7
515,"Legally Secretary","A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert","1","4.9900000000000000",7,7
56,"Barefoot Manchurian","A Intrepid Story of a Cat And a Student who must Vanquish a Girl in An Abandoned Amusement Park","1","2.9900000000000000",6,6
639,"Opposite Necklace","A Fateful Epistle of a Crocodile And a Moose who must Kill a Explorer in Nigeria","1","4.9900000000000000",7,7
574,"Midnight Westward","A Taut Reflection of a Husband And a A Shark who must Redeem a Pastry Chef in A Monastery","1","0.99000000000000000000",3,3
74,"Birch Antitrust","A Fanciful Panorama of a Husband And a Pioneer who must Outgun a Dog in A Baloon","1","4.9900000000000000",4,4
894,"Tomatoes Hellfighters","A Thoughtful Epistle of a Madman And a Astronaut who must Overcome a Monkey in A Shark Tank","1","0.99000000000000000000",6,6
868,"Superfly Trip","A Beautiful Saga of a Lumberjack And a Teacher who must Build a Technical Writer in An Abandoned Fun House","1","0.99000000000000000000",5,5
761,"Santa Paris","A Emotional Documentary of a Moose And a Car who must Redeem a Mad Cow in A Baloon Factory","1","2.9900000000000000",7,7
706,"Queen Luke","A Astounding Story of a Girl And a Boy who must Challenge a Composer in New Orleans","1","4.9900000000000000",5,5
83,"Blues Instinct","A Insightful Documentary of a Boat And a Composer who must Meet a Forensic Psychologist in An Abandoned Fun House","1","2.9900000000000000",5,5
63,"Bedazzled Married","A Astounding Character Study of a Madman And a Robot who must Meet a Mad Scientist in An Abandoned Fun House","1","0.99000000000000000000",6,6
516,"Legend Jedi","A Awe-Inspiring Epistle of a Pioneer And a Student who must Outgun a Crocodile in The Outback","1","0.99000000000000000000",7,7
542,"Lust Lock","A Fanciful Panorama of a Hunter And a Dentist who must Meet a Secret Agent in The Sahara Desert","1","2.9900000000000000",3,3
216,"Day Unfaithful","A Stunning Documentary of a Composer And a Mad Scientist who must Find a Technical Writer in A U-Boat","1","4.9900000000000000",3,3
443,"Hurricane Affair","A Lacklusture Epistle of a Database Administrator And a Woman who must Meet a Hunter in An Abandoned Mine Shaft","1","2.9900000000000000",6,6
387,"Gun Bonnie","A Boring Display of a Sumo Wrestler And a Husband who must Build a Waitress in The Gulf of Mexico","1","0.99000000000000000000",7,7
958,"Wardrobe Phantom","A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India","1","2.9900000000000000",6,6
783,"Shane Darkness","A Action-Packed Saga of a Moose And a Lumberjack who must Find a Woman in Berlin","1","2.9900000000000000",5,5
295,"Expendable Stallion","A Amazing Character Study of a Mad Cow And a Squirrel who must Discover a Hunter in A U-Boat","1","0.99000000000000000000",3,3
955,"Walls Artist","A Insightful Panorama of a Teacher And a Teacher who must Overcome a Mad Cow in An Abandoned Fun House","1","4.9900000000000000",7,7
891,"Timberland Sky","A Boring Display of a Man And a Dog who must Redeem a Girl in A U-Boat","1","0.99000000000000000000",3,3
134,"Champion Flatliners","A Amazing Story of a Mad Cow And a Dog who must Kill a Husband in A Monastery","1","4.9900000000000000",4,4
274,"Egg Igby","A Beautiful Documentary of a Boat And a Sumo Wrestler who must Succumb a Database Administrator in The First Manned Space Station","1","2.9900000000000000",4,4
144,"Chinatown Gladiator","A Brilliant Panorama of a Technical Writer And a Lumberjack who must Escape a Butler in Ancient India","1","4.9900000000000000",7,7
39,"Armageddon Lost","A Fast-Paced Tale of a Boat And a Teacher who must Succumb a Composer in An Abandoned Mine Shaft","1","0.99000000000000000000",5,5
918,"Twisted Pirates","A Touching Display of a Frisbee And a Boat who must Kill a Girl in A MySQL Convention","1","4.9900000000000000",4,4
598,"Mosquito Armageddon","A Thoughtful Character Study of a Waitress And a Feminist who must Build a Teacher in Ancient Japan","1","0.99000000000000000000",6,6
848,"Stone Fire","A Intrepid Drama of a Astronaut And a Crocodile who must Find a Boat in Soviet Georgia","1","0.99000000000000000000",3,3
524,"Lion Uncut","A Intrepid Display of a Pastry Chef And a Cat who must Kill a A Shark in Ancient China","1","0.99000000000000000000",6,6
430,"Hook Chariots","A Insightful Story of a Boy And a Dog who must Redeem a Boy in Australia","1","0.99000000000000000000",7,7
862,"Summer Scarface","A Emotional Panorama of a Lumberjack And a Hunter who must Meet a Girl in A Shark Tank","1","0.99000000000000000000",5,5
688,"Polish Brooklyn","A Boring Character Study of a Database Administrator And a Lumberjack who must Reach a Madman in The Outback","1","0.99000000000000000000",6,6
290,"Everyone Craft","A Fateful Display of a Waitress And a Dentist who must Reach a Butler in Nigeria","1","0.99000000000000000000",4,4
469,"Iron Moon","A Fast-Paced Documentary of a Mad Cow And a Boy who must Pursue a Dentist in A Baloon","1","4.9900000000000000",7,7
662,"Paths Control","A Astounding Documentary of a Butler And a Cat who must Find a Frisbee in Ancient China","1","4.9900000000000000",3,3
608,"Murder Antitrust","A Brilliant Yarn of a Car And a Database Administrator who must Escape a Boy in A MySQL Convention","1","2.9900000000000000",6,6
317,"Fireball Philadelphia","A Amazing Yarn of a Dentist And a A Shark who must Vanquish a Madman in An Abandoned Mine Shaft","1","0.99000000000000000000",4,4
265,"Dying Maker","A Intrepid Tale of a Boat And a Monkey who must Kill a Cat in California","1","4.9900000000000000",5,5
915,"Truman Crazy","A Thrilling Epistle of a Moose And a Boy who must Meet a Database Administrator in A Monastery","1","4.9900000000000000",7,7
968,"Werewolf Lola","A Fanciful Story of a Man And a Sumo Wrestler who must Outrace a Student in A Monastery","1","4.9900000000000000",6,6
702,"Pulp Beverly","A Unbelieveable Display of a Dog And a Crocodile who must Outrace a Man in Nigeria","1","2.9900000000000000",4,4
207,"Dangerous Uptown","A Unbelieveable Story of a Mad Scientist And a Woman who must Overcome a Dog in California","1","4.9900000000000000",7,7
123,"Casablanca Super","A Amazing Panorama of a Crocodile And a Forensic Psychologist who must Pursue a Secret Agent in The First Manned Space Station","1","4.9900000000000000",6,6
893,"Titans Jerk","A Unbelieveable Panorama of a Feminist And a Sumo Wrestler who must Challenge a Technical Writer in Ancient China","1","4.9900000000000000",4,4
126,"Casualties Encino","A Insightful Yarn of a A Shark And a Pastry Chef who must Face a Boy in A Monastery","1","4.9900000000000000",3,3
871,"Sweden Shining","A Taut Documentary of a Car And a Robot who must Conquer a Boy in The Canadian Rockies","1","4.9900000000000000",6,6
194,"Crow Grease","A Awe-Inspiring Documentary of a Woman And a Husband who must Sink a Database Administrator in The First Manned Space Station","1","0.99000000000000000000",6,6
881,"Temple Attraction","A Action-Packed Saga of a Forensic Psychologist And a Woman who must Battle a Womanizer in Soviet Georgia","1","4.9900000000000000",5,5
360,"Glass Dying","A Astounding Drama of a Frisbee And a Astronaut who must Fight a Dog in Ancient Japan","1","0.99000000000000000000",4,4
463,"Instinct Airport","A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse","1","2.9900000000000000",4,4
371,"Gosford Donnie","A Epic Panorama of a Mad Scientist And a Monkey who must Redeem a Secret Agent in Berlin","1","4.9900000000000000",5,5
99,"Bringing Hysterical","A Fateful Saga of a A Shark And a Technical Writer who must Find a Woman in A Jet Boat","1","2.9900000000000000",7,7
883,"Tequila Past","A Action-Packed Panorama of a Mad Scientist And a Robot who must Challenge a Student in Nigeria","1","4.9900000000000000",6,6
805,"Sleepless Monsoon","A Amazing Saga of a Moose And a Pastry Chef who must Escape a Butler in Australia","1","4.9900000000000000",5,5
374,"Graffiti Love","A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Build a Composer in Berlin","1","0.99000000000000000000",3,3
41,"Arsenic Independence","A Fanciful Documentary of a Mad Cow And a Womanizer who must Find a Dentist in Berlin","1","0.99000000000000000000",4,4
206,"Dancing Fever","A Stunning Story of a Explorer And a Forensic Psychologist who must Face a Crocodile in A Shark Tank","1","0.99000000000000000000",6,6
46,"Autumn Crow","A Beautiful Tale of a Dentist And a Mad Cow who must Battle a Moose in The Sahara Desert","1","4.9900000000000000",3,3
224,"Desperate Trainspotting","A Epic Yarn of a Forensic Psychologist And a Teacher who must Face a Lumberjack in California","1","4.9900000000000000",7,7
719,"Records Zorro","A Amazing Drama of a Mad Scientist And a Composer who must Build a Husband in The Outback","1","4.9900000000000000",7,7
586,"Mockingbird Hollywood","A Thoughtful Panorama of a Man And a Car who must Sink a Composer in Berlin","1","0.99000000000000000000",4,4
336,"French Holiday","A Thrilling Epistle of a Dog And a Feminist who must Kill a Madman in Berlin","1","4.9900000000000000",5,5
318,"Firehouse Vietnam","A Awe-Inspiring Character Study of a Boat And a Boy who must Kill a Pastry Chef in The Sahara Desert","1","0.99000000000000000000",7,7
275,"Egypt Tenenbaums","A Intrepid Story of a Madman And a Secret Agent who must Outrace a Astronaut in An Abandoned Amusement Park","1","0.99000000000000000000",3,3
247,"Downhill Enough","A Emotional Tale of a Pastry Chef And a Forensic Psychologist who must Succumb a Monkey in The Sahara Desert","1","0.99000000000000000000",3,3
260,"Dude Blindness","A Stunning Reflection of a Husband And a Lumberjack who must Face a Frisbee in An Abandoned Fun House","1","4.9900000000000000",3,3
618,"Necklace Outbreak","A Astounding Epistle of a Database Administrator And a Mad Scientist who must Pursue a Cat in California","1","0.99000000000000000000",3,3
308,"Ferris Mother","A Touching Display of a Frisbee And a Frisbee who must Kill a Girl in The Gulf of Mexico","1","2.9900000000000000",3,3
423,"Hollywood Anonymous","A Fast-Paced Epistle of a Boy And a Explorer who must Escape a Dog in A U-Boat","1","0.99000000000000000000",7,7
313,"Fidelity Devil","A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat","1","4.9900000000000000",5,5
150,"Cider Desire","A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia","1","2.9900000000000000",7,7
656,"Papi Necklace","A Fanciful Display of a Car And a Monkey who must Escape a Squirrel in Ancient Japan","1","0.99000000000000000000",3,3
354,"Ghost Groundhog","A Brilliant Panorama of a Madman And a Composer who must Succumb a Car in Ancient India","1","4.9900000000000000",6,6
140,"Cheaper Clyde","A Emotional Character Study of a Pioneer And a Girl who must Discover a Dog in Ancient Japan","1","0.99000000000000000000",6,6
139,"Chasing Fight","A Astounding Saga of a Technical Writer And a Butler who must Battle a Butler in A Shark Tank","1","4.9900000000000000",7,7
593,"Monterey Labyrinth","A Awe-Inspiring Drama of a Monkey And a Composer who must Escape a Feminist in A U-Boat","1","0.99000000000000000000",6,6
12,"Alaska Phantom","A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia","1","0.99000000000000000000",6,6
479,"Jedi Beneath","A Astounding Reflection of a Explorer And a Dentist who must Pursue a Student in Nigeria","1","0.99000000000000000000",7,7
137,"Charade Duffel","A Action-Packed Display of a Man And a Waitress who must Build a Dog in A MySQL Convention","1","2.9900000000000000",3,3
293,"Exorcist Sting","A Touching Drama of a Dog And a Sumo Wrestler who must Conquer a Mad Scientist in Berlin","1","2.9900000000000000",6,6
869,"Suspects Quills","A Emotional Epistle of a Pioneer And a Crocodile who must Battle a Man in A Manhattan Penthouse","1","2.9900000000000000",4,4
966,"Wedding Apollo","A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft","1","0.99000000000000000000",3,3
760,"Samurai Lion","A Fast-Paced Story of a Pioneer And a Astronaut who must Reach a Boat in A Baloon","1","2.9900000000000000",5,5
25,"Angels Life","A Thoughtful Display of a Woman And a Astronaut who must Battle a Robot in Berlin","1","2.9900000000000000",3,3
495,"Kentuckian Giant","A Stunning Yarn of a Woman And a Frisbee who must Escape a Waitress in A U-Boat","1","2.9900000000000000",5,5
122,"Carrie Bunch","A Amazing Epistle of a Student And a Astronaut who must Discover a Frisbee in The Canadian Rockies","1","0.99000000000000000000",7,7
154,"Clash Freddy","A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia","1","2.9900000000000000",6,6
901,"Tracy Cider","A Touching Reflection of a Database Administrator And a Madman who must Build a Lumberjack in Nigeria","1","0.99000000000000000000",3,3
654,"Panky Submarine","A Touching Documentary of a Dentist And a Sumo Wrestler who must Overcome a Boy in The Gulf of Mexico","1","4.9900000000000000",4,4
628,"Northwest Polish","A Boring Character Study of a Boy And a A Shark who must Outrace a Womanizer in The Outback","1","2.9900000000000000",5,5
928,"Uptown Young","A Fateful Documentary of a Dog And a Hunter who must Pursue a Teacher in An Abandoned Amusement Park","1","2.9900000000000000",5,5
536,"Lovely Jingle","A Fanciful Yarn of a Crocodile And a Forensic Psychologist who must Discover a Crocodile in The Outback","1","2.9900000000000000",3,3
969,"West Lion","A Intrepid Drama of a Butler And a Lumberjack who must Challenge a Database Administrator in A Manhattan Penthouse","1","4.9900000000000000",4,4
264,"Dwarfs Alter","A Emotional Yarn of a Girl And a Dog who must Challenge a Composer in Ancient Japan","1","2.9900000000000000",6,6
185,"Cowboy Doom","A Astounding Drama of a Boy And a Lumberjack who must Fight a Butler in A Baloon","1","2.9900000000000000",3,3
653,"Panic Club","A Fanciful Display of a Teacher And a Crocodile who must Succumb a Girl in A Baloon","1","4.9900000000000000",3,3
380,"Greek Everyone","A Stunning Display of a Butler And a Teacher who must Confront a A Shark in The First Manned Space Station","1","2.9900000000000000",7,7
215,"Dawn Pond","A Thoughtful Documentary of a Dentist And a Forensic Psychologist who must Defeat a Waitress in Berlin","1","4.9900000000000000",4,4
912,"Trojan Tomorrow","A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India","1","2.9900000000000000",3,3
55,"Barbarella Streetcar","A Awe-Inspiring Story of a Feminist And a Cat who must Conquer a Dog in A Monastery","1","2.9900000000000000",6,6
612,"Mussolini Spoilers","A Thrilling Display of a Boat And a Monkey who must Meet a Composer in Ancient China","1","2.9900000000000000",6,6
828,"Spiking Element","A Lacklusture Epistle of a Dentist And a Technical Writer who must Find a Dog in A Monastery","1","2.9900000000000000",7,7
